,Pais,Data,Decklist,Evento,Formato,Heroi,Resultado,Link do deck,Tipo de evento,Classe,Talento,Idade
2200,Denmark,24 Sep 2022,Peter Nielsen Fai Deck – Denmark National Championship,Denmark National Championship,Classic Constructed,"Fai, Rising Rebellion",2nd,https://fabtcg.com/decklists/peter-nielsen-fai-deck-denmark-national-championship/,national,['Ninja'],['Draconic'],['Adult']
2201,Hong Kong,24 Sep 2022,Pudding Tam Briar Deck – Hong Kong Regional Championship 09.24.22,Hong Kong Regional Championship,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/pudding-tam-briar-deck-hong-kong-regional-championship-092422/,hong kong regional championship,['Runeblade'],['Elemental'],['Adult']
2202,Hong Kong,24 Sep 2022,Absolute Mortal Dash Deck – Hong Kong National Championship 09.24.22,Hong Kong Regional Championship,Classic Constructed,"Dash, Inventor Extraordinaire",2nd,https://fabtcg.com/decklists/absolute-mortal-dash-deck-hong-kong-national-championship-092422/,hong kong regional championship,['Mechanologist'],['nenhum'],['Adult']
2203,Hong Kong,24 Sep 2022,CWK Oldhim Deck – Hong Kong Regional Championship 09.24.22,Hong Kong Regional Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",3rd,https://fabtcg.com/decklists/cwk-oldhim-deck-hong-kong-regional-championship-092422/,hong kong regional championship,['Guardian'],['Elemental'],['Adult']
2204,Hong Kong,24 Sep 2022,LK Sing Oldhim Deck – Hong Kong National Championship 09.24.22,Hong Kong Regional Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",3rd,https://fabtcg.com/decklists/lk-sing-oldhim-deck-hong-kong-national-championship-092422/,hong kong regional championship,['Guardian'],['Elemental'],['Adult']
2205,Hong Kong,24 Sep 2022,Alex Lo Briar Deck – Hong Kong Regional Championship 09.24.22,Hong Kong Regional Championship,Classic Constructed,"Briar, Warden of Thorns",5th,https://fabtcg.com/decklists/alex-lo-briar-deck-hong-kong-regional-championship-092422/,hong kong regional championship,['Runeblade'],['Elemental'],['Adult']
2206,Hong Kong,24 Sep 2022,Kaiser Wong Iyslander Deck – Hong Kong Regional Championship 09.24.22,Hong Kong Regional Championship,Classic Constructed,Iyslander,5th,https://fabtcg.com/decklists/kaiser-wong-iyslander-deck-hong-kong-regional-championship-092422/,hong kong regional championship,['Wizard'],['Elemental'],['Young']
2207,Hong Kong,24 Sep 2022,Kelvin Law Oldhim Deck – Hong Kong Regional Championship 09.24.22,Hong Kong Regional Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",5th,https://fabtcg.com/decklists/kelvin-law-oldhim-deck-hong-kong-regional-championship-092422/,hong kong regional championship,['Guardian'],['Elemental'],['Adult']
2208,Hong Kong,24 Sep 2022,Wayne Tsui Dromai Deck – Hong Kong Regional Championship 09.24.22,Hong Kong Regional Championship,Classic Constructed,"Dromai, Ash Artist",5th,https://fabtcg.com/decklists/wayne-tsui-dromai-deck-hong-kong-regional-championship-092422/,hong kong regional championship,['Illusionist'],['Draconic'],['Adult']
2209,Netherlands,24 Sep 2022,Donovan Van Beek Oldhim Deck – Netherlands National Championship 09.24.22,Netherlands National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",1st,https://fabtcg.com/decklists/donovan-van-beek-oldhim-deck-netherlands-national-championship-092422/,national,['Guardian'],['Elemental'],['Adult']
2210,Netherlands,24 Sep 2022,Gary White Viserai Deck – Netherlands National Championship 09.24.22,Netherlands National Championship,Classic Constructed,"Viserai, Rune Blood",2nd,https://fabtcg.com/decklists/gary-white-viserai-deck-netherlands-national-championship-092422/,national,['Runeblade'],['nenhum'],['Adult']
2211,Netherlands,24 Sep 2022,Aidan Wall Briar Deck – Netherlands National Championship 09.24.22,Netherlands National Championship,Classic Constructed,"Briar, Warden of Thorns",3rd,https://fabtcg.com/decklists/aidan-wall-briar-deck-netherlands-national-championship-092422/,national,['Runeblade'],['Elemental'],['Adult']
2212,Netherlands,24 Sep 2022,Wouter Ouwehand Briar Deck – Netherlands National Championship 09.24.22,Netherlands National Championship,Classic Constructed,"Briar, Warden of Thorns",3rd,https://fabtcg.com/decklists/wouter-ouwehand-briar-deck-netherlands-national-championship-092422/,national,['Runeblade'],['Elemental'],['Adult']
2213,Netherlands,24 Sep 2022,Hendrik Wytze Kluitenburg Briar Deck – Netherlands National Championship 09.24.22,Netherlands National Championship,Classic Constructed,"Briar, Warden of Thorns",5th,https://fabtcg.com/decklists/hendrik-wytze-kluitenburg-briar-deck-netherlands-national-championship-092422/,national,['Runeblade'],['Elemental'],['Adult']
2214,Netherlands,24 Sep 2022,Didier Deurloo Briar Deck – Netherlands National Championship 09.24.22,Netherlands National Championship,Classic Constructed,"Briar, Warden of Thorns",5th,https://fabtcg.com/decklists/didier-deurloo-briar-deck-netherlands-national-championship-092422/,national,['Runeblade'],['Elemental'],['Adult']
2215,Netherlands,24 Sep 2022,Ian Zhang Dromai Deck – Netherlands National Championship 09.24.22,Netherlands National Championship,Classic Constructed,"Dromai, Ash Artist",5th,https://fabtcg.com/decklists/ian-zhang-dromai-deck-netherlands-national-championship-092422/,national,['Illusionist'],['Draconic'],['Adult']
2216,Netherlands,24 Sep 2022,Kevin van Steenis Fai Deck – Netherlands National Championship 09.24.22,Netherlands National Championship,Classic Constructed,"Fai, Rising Rebellion",5th,https://fabtcg.com/decklists/kevin-van-steenis-fai-deck-netherlands-national-championship-092422/,national,['Ninja'],['Draconic'],['Adult']
2217,New Zealand,24 Sep 2022,Matt Rogers Oldhim Deck – New Zealand National Championship 09.24.22,New Zealand National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",1st,https://fabtcg.com/decklists/matt-rogers-oldhim-deck-new-zealand-national-championship-092422/,national,['Guardian'],['Elemental'],['Adult']
2218,New Zealand,24 Sep 2022,Sang Wook Kim Iyslander Deck – New Zealand National Championship 09.24.22,New Zealand National Championship,Classic Constructed,Iyslander,2nd,https://fabtcg.com/decklists/sang-wook-kim-iyslander-deck-new-zealand-national-championship-092422/,national,['Wizard'],['Elemental'],['Young']
2219,New Zealand,24 Sep 2022,Dennis Zhang Oldhim Deck – New Zealand National Championship 09.24.22,New Zealand National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",3rd,https://fabtcg.com/decklists/dennis-zhang-oldhim-deck-new-zealand-national-championship-092422/,national,['Guardian'],['Elemental'],['Adult']
2220,New Zealand,24 Sep 2022,Nish Nimmagadda Briar Deck – New Zealand National Championship 09.24.22,New Zealand National Championship,Classic Constructed,"Briar, Warden of Thorns",3rd,https://fabtcg.com/decklists/nish-nimmagadda-briar-deck-new-zealand-national-championship-092422/,national,['Runeblade'],['Elemental'],['Adult']
2221,New Zealand,24 Sep 2022,David Marshall Briar Deck – New Zealand National Championship 09.24.22,New Zealand National Championship,Classic Constructed,"Briar, Warden of Thorns",5th,https://fabtcg.com/decklists/david-marshall-briar-deck-new-zealand-national-championship-092422/,national,['Runeblade'],['Elemental'],['Adult']
2222,New Zealand,24 Sep 2022,Ethan Sih Briar Deck – New Zealand National Championship 09.24.22,New Zealand National Championship,Classic Constructed,"Briar, Warden of Thorns",5th,https://fabtcg.com/decklists/ethan-sih-briar-deck-new-zealand-national-championship-092422/,national,['Runeblade'],['Elemental'],['Adult']
2223,New Zealand,24 Sep 2022,Marko Zutic Bravo Deck – New Zealand National Championship 09.24.22,New Zealand National Championship,Classic Constructed,"Bravo, Showstopper",5th,https://fabtcg.com/decklists/marko-zutic-bravo-deck-new-zealand-national-championship-092422/,national,['Guardian'],['nenhum'],['Adult']
2224,New Zealand,24 Sep 2022,Oliver Berry Oldhim Deck – New Zealand National Championship 09.24.22,New Zealand National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",5th,https://fabtcg.com/decklists/oliver-berry-oldhim-deck-new-zealand-national-championship-092422/,national,['Guardian'],['Elemental'],['Adult']
2225,Poland,24 Sep 2022,Bartosz Ziemba Briar Deck – Poland National Championship,Poland National Championship,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/bartosz-ziemba-briar-deck-poland-national-championship/,national,['Runeblade'],['Elemental'],['Adult']
2226,Poland,24 Sep 2022,Daniyar Saduakassov Oldhim Deck – Poland National Championship,Poland National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",2nd,https://fabtcg.com/decklists/daniyar-saduakassov-oldhim-deck-poland-national-championship/,national,['Guardian'],['Elemental'],['Adult']
2227,Poland,24 Sep 2022,Maciej Janik Oldhim Deck – Poland National Championship,Poland National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",3rd,https://fabtcg.com/decklists/maciej-janik-oldhim-deck-poland-national-championship/,national,['Guardian'],['Elemental'],['Adult']
2228,Poland,24 Sep 2022,Wojtek Klimczyk Briar Deck – Poland National Championship,Poland National Championship,Classic Constructed,"Briar, Warden of Thorns",3rd,https://fabtcg.com/decklists/wojtek-klimczyk-briar-deck-poland-national-championship/,national,['Runeblade'],['Elemental'],['Adult']
2229,Poland,24 Sep 2022,Michal Bedzak Briar Deck – Poland National Championship,Poland National Championship,Classic Constructed,"Briar, Warden of Thorns",5th,https://fabtcg.com/decklists/michal-bedzak-briar-deck-poland-national-championship/,national,['Runeblade'],['Elemental'],['Adult']
2230,Poland,24 Sep 2022,Robert Szary Fai Deck – Poland National Championship,Poland National Championship,Classic Constructed,"Fai, Rising Rebellion",5th,https://fabtcg.com/decklists/robert-szary-fai-deck-poland-national-championship/,national,['Ninja'],['Draconic'],['Adult']
2231,Poland,24 Sep 2022,Michal Sierszulski Bravo Deck – Poland National Championship,Poland National Championship,Classic Constructed,"Bravo, Showstopper",5th,https://fabtcg.com/decklists/michal-sierszulski-bravo-deck-poland-national-championship/,national,['Guardian'],['nenhum'],['Adult']
2232,Poland,24 Sep 2022,Pawel Leszuk Azalea Deck – Poland National Championship,Poland National Championship,Classic Constructed,"Azalea, Ace in the Hole",5th,https://fabtcg.com/decklists/pawel-leszuk-azalea-deck-poland-national-championship/,national,['Ranger'],['nenhum'],['Adult']
2233,Sweden,24 Sep 2022,Niklas Bengtsson Briar Deck – Sweden National Championship 09.24.22,Sweden National Championship,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/niklas-bengtsson-briar-deck-sweden-national-championship-092422/,national,['Runeblade'],['Elemental'],['Adult']
2234,Sweden,24 Sep 2022,Armin Soleimanpor Bravo Deck – Sweden National Championship 09.24.22,Sweden National Championship,Classic Constructed,"Bravo, Showstopper",2nd,https://fabtcg.com/decklists/armin-soleimanpor-bravo-deck-sweden-national-championship-092422/,national,['Guardian'],['nenhum'],['Adult']
2235,Switzerland,24 Sep 2022,Sebastian Spicher Iyslander Deck – Switzerland National Championship 09.24.22,Switzerland National Championship,Classic Constructed,Iyslander,1st,https://fabtcg.com/decklists/sebastian-spicher-iyslander-deck-switzerland-national-championship-092422/,national,['Wizard'],['Elemental'],['Young']
2236,Switzerland,24 Sep 2022,Minh Toan Nguyen Oldhim Deck – Switzerland National Championship 09.24.22,Switzerland National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",2nd,https://fabtcg.com/decklists/minh-toan-nguyen-oldhim-deck-switzerland-national-championship-092422/,national,['Guardian'],['Elemental'],['Adult']
2237,Taiwan,24 Sep 2022,Ming-Han Lee Lexi Deck – Taiwan National Championship,Taiwan National Championship,Classic Constructed,"Lexi, Livewire",1st,https://fabtcg.com/decklists/ming-han-lee-lexi-deck-taiwan-national-championship/,national,['Ranger'],['Elemental'],['Adult']
2238,Taiwan,24 Sep 2022,Sixteen Night Briar Deck – Taiwan National Championship,Taiwan National Championship,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/sixteen-night-briar-deck-taiwan-national-championship/,national,['Runeblade'],['Elemental'],['Adult']
2239,Taiwan,24 Sep 2022,Liao Pei Tung Briar Deck – Taiwan National Championship,Taiwan National Championship,Classic Constructed,"Briar, Warden of Thorns",3rd,https://fabtcg.com/decklists/liao-pei-tung-briar-deck-taiwan-national-championship/,national,['Runeblade'],['Elemental'],['Adult']
2240,Taiwan,24 Sep 2022,Sheng Xun Luo Briar Deck – Taiwan National Championship,Taiwan National Championship,Classic Constructed,"Briar, Warden of Thorns",3rd,https://fabtcg.com/decklists/sheng-xun-luo-briar-deck-taiwan-national-championship/,national,['Runeblade'],['Elemental'],['Adult']
2241,Taiwan,24 Sep 2022,Ho Chi Yun Boltyn Deck – Taiwan National Championship,Taiwan National Championship,Classic Constructed,"Ser Boltyn, Breaker of Dawn",5th,https://fabtcg.com/decklists/ho-chi-yun-boltyn-deck-taiwan-national-championship/,national,['Warrior'],['Light'],['Adult']
2242,Taiwan,24 Sep 2022,Tim Lin Briar Deck – Taiwan National Championship,Taiwan National Championship,Classic Constructed,"Briar, Warden of Thorns",5th,https://fabtcg.com/decklists/tim-lin-briar-deck-taiwan-national-championship/,national,['Runeblade'],['Elemental'],['Adult']
2243,Taiwan,24 Sep 2022,Si-Joe Gao Bravo Deck – Taiwan National Championship,Taiwan National Championship,Classic Constructed,"Bravo, Showstopper",5th,https://fabtcg.com/decklists/si-joe-gao-bravo-deck-taiwan-national-championship/,national,['Guardian'],['nenhum'],['Adult']
2244,Taiwan,24 Sep 2022,Wang Chung Chi Iyslander Deck – Taiwan National Championship,Taiwan National Championship,Classic Constructed,Iyslander,5th,https://fabtcg.com/decklists/wang-chung-chi-iyslander-deck-taiwan-national-championship/,national,['Wizard'],['Elemental'],['Young']
2245,Bulgaria,17 Sep 2022,Plamen Marekov Bravo Deck – Bulgaria National Championship 09.17.22,Bulgaria National Championship,Classic Constructed,"Bravo, Showstopper",1st,https://fabtcg.com/decklists/plamen-marekov-bravo-deck-bulgaria-national-championship-091722/,national,['Guardian'],['nenhum'],['Adult']
2246,Bulgaria,17 Sep 2022,Hristiyan Samodov Fai Deck – Bulgaria National Championship 09.17.22,Bulgaria National Championship,Classic Constructed,"Fai, Rising Rebellion",2nd,https://fabtcg.com/decklists/hristiyan-samodov-fai-deck-bulgaria-national-championship-091722/,national,['Ninja'],['Draconic'],['Adult']
2247,Canada,17 Sep 2022,Tariq Patel Oldhim Deck – Canada National Championship 09.17.22,Canada National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",1st,https://fabtcg.com/decklists/tariq-patel-oldhim-deck-canada-national-championship-091722/,national,['Guardian'],['Elemental'],['Adult']
2248,Canada,17 Sep 2022,Ian Smith Rhinar Deck – Canada National Championship 09.17.22,Canada National Championship,Classic Constructed,"Rhinar, Reckless Rampage",2nd,https://fabtcg.com/decklists/ian-smith-rhinar-deck-canada-national-championship-091722/,national,['Brute'],['nenhum'],['Adult']
2249,Canada,17 Sep 2022,Yuki Lee Bender Iyslander Deck – Canada National Championship 09.17.22,Canada National Championship,Classic Constructed,Iyslander,3rd,https://fabtcg.com/decklists/yuki-lee-bender-iyslander-deck-canada-national-championship-091722/,national,['Wizard'],['Elemental'],['Young']
2250,Canada,17 Sep 2022,Michael Caronchia Iyslander Deck – Canada National Championship 09.17.22,Canada National Championship,Classic Constructed,Iyslander,3rd,https://fabtcg.com/decklists/michael-caronchia-iyslander-deck-canada-national-championship-091722/,national,['Wizard'],['Elemental'],['Young']
2251,Canada,17 Sep 2022,David Rood Fai Deck – Canada National Championship 09.17.22,Canada National Championship,Classic Constructed,"Fai, Rising Rebellion",3rd,https://fabtcg.com/decklists/david-rood-fai-deck-canada-national-championship-091722/,national,['Ninja'],['Draconic'],['Adult']
2252,Canada,17 Sep 2022,Tsubasa Jay Ueda Oldhim Deck – Canada National Championship 09.17.22,Canada National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",5th,https://fabtcg.com/decklists/tsubasa-jay-ueda-oldhim-deck-canada-national-championship-091722/,national,['Guardian'],['Elemental'],['Adult']
2253,Canada,17 Sep 2022,Clay DeAngeles Rhinar Deck – Canada National Championship 09.17.22,Canada National Championship,Classic Constructed,"Rhinar, Reckless Rampage",5th,https://fabtcg.com/decklists/clay-deangeles-rhinar-deck-canada-national-championship-091722/,national,['Brute'],['nenhum'],['Adult']
2254,Canada,17 Sep 2022,Mike Walker Dash Deck – Canada National Championship 09.17.22,Canada National Championship,Classic Constructed,"Dash, Inventor Extraordinaire",5th,https://fabtcg.com/decklists/mike-walker-dash-deck-canada-national-championship-091722/,national,['Mechanologist'],['nenhum'],['Adult']
2255,Croatia,17 Sep 2022,Kristian Curla Oldhim Deck – Croatia National Championship 09.17.22,Croatia National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",1st,https://fabtcg.com/decklists/kristian-curla-oldhim-deck-croatia-national-championship-091722/,national,['Guardian'],['Elemental'],['Adult']
2256,Croatia,17 Sep 2022,Hrvoje Hedzet Briar Deck – Croatia National Championship 09.17.22,Croatia National Championship,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/hrvoje-hedzet-briar-deck-croatia-national-championship-091722/,national,['Runeblade'],['Elemental'],['Adult']
2257,Czechia,17 Sep 2022,Zdenek Matura Dash Deck – Czechia National Championship 09.17.22,Czechia National Championship,Classic Constructed,"Dash, Inventor Extraordinaire",1st,https://fabtcg.com/decklists/zdenek-matura-dash-deck-czechia-national-championship-091722/,national,['Mechanologist'],['nenhum'],['Adult']
2258,Czechia,17 Sep 2022,Jachym Flidr Bravo Deck – Czechia National Championship 09.17.22,Czechia National Championship,Classic Constructed,"Bravo, Showstopper",2nd,https://fabtcg.com/decklists/jachym-flidr-bravo-deck-czechia-national-championship-091722/,national,['Guardian'],['nenhum'],['Adult']
2259,Finland,17 Sep 2022,Mikko Airaksinen Iyslander Deck – Finland National Championship 09.17.22,Finland National Championship,Classic Constructed,Iyslander,1st,https://fabtcg.com/decklists/mikko-airaksinen-iyslander-deck-finland-national-championship-091722/,national,['Wizard'],['Elemental'],['Young']
2260,Finland,17 Sep 2022,Aleski Sorjonen Dorinthea Deck – Finland National Championship 09.17.22,Finland National Championship,Classic Constructed,Dorinthea Ironsong,2nd,https://fabtcg.com/decklists/aleski-sorjonen-dorinthea-deck-finland-national-championship-091722/,national,['Warrior'],['nenhum'],['Adult']
2261,Italy,17 Sep 2022,Stefano Cocca Briar Deck – Italy National Championship 09.17.22,Italy National Championship,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/stefano-cocca-briar-deck-italy-national-championship-091722/,national,['Runeblade'],['Elemental'],['Adult']
2262,Italy,17 Sep 2022,Stefano Meoni Oldhim Deck – Italy National Championship 09.17.22,Italy National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",3rd,https://fabtcg.com/decklists/stefano-meoni-oldhim-deck-italy-national-championship-091722/,national,['Guardian'],['Elemental'],['Adult']
2263,Italy,17 Sep 2022,Mauro Giuseppe di Lauro Viserai Deck – Italy National Championship 09.17.22,Italy National Championship,Classic Constructed,"Viserai, Rune Blood",3rd,https://fabtcg.com/decklists/mauro-giuseppe-di-lauro-viserai-deck-italy-national-championship-091722/,national,['Runeblade'],['nenhum'],['Adult']
2264,Italy,17 Sep 2022,Francesco Lorenzi Dromai Deck – Italy National Championship 09.17.22,Italy National Championship,Classic Constructed,"Dromai, Ash Artist",5th,https://fabtcg.com/decklists/francesco-lorenzi-dromai-deck-italy-national-championship-091722/,national,['Illusionist'],['Draconic'],['Adult']
2265,Italy,17 Sep 2022,Fuad Omar Dromai Deck – Italy National Championship 09.17.22,Italy National Championship,Classic Constructed,"Dromai, Ash Artist",5th,https://fabtcg.com/decklists/fuad-omar-dromai-deck-italy-national-championship-091722/,national,['Illusionist'],['Draconic'],['Adult']
2266,Italy,17 Sep 2022,Alessandro Tassini Oldhim Deck – Italy National Championship 09.17.22,Italy National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",5th,https://fabtcg.com/decklists/alessandro-tassini-oldhim-deck-italy-national-championship-091722/,national,['Guardian'],['Elemental'],['Adult']
2267,Italy,17 Sep 2022,Marco Lettierli Lexi Deck – Italy National Championship 09.17.22,Italy National Championship,Classic Constructed,"Lexi, Livewire",5th,https://fabtcg.com/decklists/marco-lettierli-lexi-deck-italy-national-championship-091722/,national,['Ranger'],['Elemental'],['Adult']
2268,Portugal,17 Sep 2022,Mario Abrantes Oldhim Deck – Portugal National Championship 09.17.22,Portugal National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",1st,https://fabtcg.com/decklists/mario-abrantes-oldhim-deck-portugal-national-championship-091722/,national,['Guardian'],['Elemental'],['Adult']
2269,Portugal,17 Sep 2022,Nuno Amaral Oldhim Deck – Portugal National Championship 09.17.22,Portugal National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",2nd,https://fabtcg.com/decklists/nuno-amaral-oldhim-deck-portugal-national-championship-091722/,national,['Guardian'],['Elemental'],['Adult']
2270,Romania,17 Sep 2022,Onica Lucian Dorinthea Deck – Romania National Championship 09.17.22,Romania National Championship,Classic Constructed,Dorinthea Ironsong,1st,https://fabtcg.com/decklists/onica-lucian-dorinthea-deck-romania-national-championship-091722/,national,['Warrior'],['nenhum'],['Adult']
2271,Romania,17 Sep 2022,Bota Claudiu Adrian Dash Deck – Romania National Championship 09.17.22,Romania National Championship,Classic Constructed,"Dash, Inventor Extraordinaire",2nd,https://fabtcg.com/decklists/bota-claudiu-adrian-dash-deck-romania-national-championship-091722/,national,['Mechanologist'],['nenhum'],['Adult']
2272,United Kingdom,17 Sep 2022,George Rodger Fai Deck – United Kingdom National Championship 09.17.22,United Kingdom National Championship,Classic Constructed,"Fai, Rising Rebellion",1st,https://fabtcg.com/decklists/george-rodger-fai-deck-united-kingdom-national-championship-091722/,national,['Ninja'],['Draconic'],['Adult']
2273,United Kingdom,17 Sep 2022,Thomas Harle Oldhim Deck – United Kingdom National Championship 09.17.22,United Kingdom National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",2nd,https://fabtcg.com/decklists/thomas-harle-oldhim-deck-united-kingdom-national-championship-091722/,national,['Guardian'],['Elemental'],['Adult']
2274,United Kingdom,17 Sep 2022,Jamie Faulkner Dromai Deck – United Kingdom National Championship 09.17.22,United Kingdom National Championship,Classic Constructed,"Dromai, Ash Artist",3rd,https://fabtcg.com/decklists/jamie-faulkner-dromai-deck-united-kingdom-national-championship-091722/,national,['Illusionist'],['Draconic'],['Adult']
2275,United Kingdom,17 Sep 2022,Alex Chitu Viserai Deck – United Kingdom National Championship 09.17.22,United Kingdom National Championship,Classic Constructed,"Viserai, Rune Blood",3rd,https://fabtcg.com/decklists/alex-chitu-viserai-deck-united-kingdom-national-championship-091722/,national,['Runeblade'],['nenhum'],['Adult']
2276,United Kingdom,17 Sep 2022,Isaac Murray Fai Deck – United Kingdom National Championship 09.17.22,United Kingdom National Championship,Classic Constructed,"Fai, Rising Rebellion",5th,https://fabtcg.com/decklists/isaac-murray-fai-deck-united-kingdom-national-championship-091722/,national,['Ninja'],['Draconic'],['Adult']
2277,United Kingdom,17 Sep 2022,Jacob Clements Oldhim Deck – United Kingdom National Championship 09.17.22,United Kingdom National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",5th,https://fabtcg.com/decklists/jacob-clements-oldhim-deck-united-kingdom-national-championship-091722/,national,['Guardian'],['Elemental'],['Adult']
2278,United Kingdom,17 Sep 2022,Liam Holden Oldhim Deck – United Kingdom National Championship 09.17.22,United Kingdom National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",5th,https://fabtcg.com/decklists/liam-holden-oldhim-deck-united-kingdom-national-championship-091722/,national,['Guardian'],['Elemental'],['Adult']
2279,United Kingdom,17 Sep 2022,Peter Ward Fai Deck – United Kingdom National Championship 09.17.22,United Kingdom National Championship,Classic Constructed,"Fai, Rising Rebellion",5th,https://fabtcg.com/decklists/peter-ward-fai-deck-united-kingdom-national-championship-091722/,national,['Ninja'],['Draconic'],['Adult']
2280,Spain,16 Sep 2022,Max Dieckmann Viserai Deck – Spain National Championship 09.16.22,Spain National Championship,Classic Constructed,"Viserai, Rune Blood",1st,https://fabtcg.com/decklists/max-dieckmann-viserai-deck-spain-national-championship-091622/,national,['Runeblade'],['nenhum'],['Adult']
2281,Spain,16 Sep 2022,Pablo Pintor Iyslander Deck – Spain National Championship 09.16.22,Spain National Championship,Classic Constructed,Iyslander,2nd,https://fabtcg.com/decklists/pablo-pintor-iyslander-deck-spain-national-championship-091622/,national,['Wizard'],['Elemental'],['Young']
2282,Spain,16 Sep 2022,Jesus Garcia Gomez-Valades Oldhim Deck – Spain National Championship 09.16.22,Spain National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",3rd,https://fabtcg.com/decklists/jesus-garcia-gomez-valades-oldhim-deck-spain-national-championship-091622/,national,['Guardian'],['Elemental'],['Adult']
2283,Spain,16 Sep 2022,Adrian Ruiz Yague Briar Deck – Spain National Championship 09.16.22,Spain National Championship,Classic Constructed,"Briar, Warden of Thorns",3rd,https://fabtcg.com/decklists/adrian-ruiz-yague-briar-deck-spain-national-championship-091622/,national,['Runeblade'],['Elemental'],['Adult']
2284,Spain,16 Sep 2022,Enrique Boada Lexi Deck – Spain National Championship 09.16.22,Spain National Championship,Classic Constructed,"Lexi, Livewire",3rd,https://fabtcg.com/decklists/enrique-boada-lexi-deck-spain-national-championship-091622/,national,['Ranger'],['Elemental'],['Adult']
2285,Spain,16 Sep 2022,Maria Jesus Penella Dash Deck – Spain National Championship 09.16.22,Spain National Championship,Classic Constructed,"Dash, Inventor Extraordinaire",5th,https://fabtcg.com/decklists/maria-jesus-penella-dash-deck-spain-national-championship-091622/,national,['Mechanologist'],['nenhum'],['Adult']
2286,Spain,16 Sep 2022,Ferran Riu Oldhim Deck – Spain National Championship 09.16.22,Spain National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",5th,https://fabtcg.com/decklists/ferran-riu-oldhim-deck-spain-national-championship-091622/,national,['Guardian'],['Elemental'],['Adult']
2287,Spain,16 Sep 2022,Jose Vicente Rodriguez Palazon Dromai Deck – Spain National Championship 09.16.22,Spain National Championship,Classic Constructed,"Dromai, Ash Artist",5th,https://fabtcg.com/decklists/jose-vicente-rodriguez-palazon-dromai-deck-spain-national-championship-091622/,national,['Illusionist'],['Draconic'],['Adult']
2288,Australia,13 Sep 2022,Nick Butcher Oldhim Deck – Australia National Championship 09.13.22,Australia National Championship,Classic Constructed,"Oldhim, Grandfather of Eternity",1st,https://fabtcg.com/decklists/nick-butcher-oldhim-deck-australia-national-championship-091322/,national,['Guardian'],['Elemental'],['Adult']
2289,Australia,13 Sep 2022,Joel Gibbons Viserai Deck – Australia National Championship 09.13.22,Australia National Championship,Classic Constructed,"Viserai, Rune Blood",2nd,https://fabtcg.com/decklists/joel-gibbons-viserai-deck-australia-national-championship-091322/,national,['Runeblade'],['nenhum'],['Adult']
2290,Australia,13 Sep 2022,Phillip Hadley Mckay Iyslander Deck – Australia National Championship 09.13.22,Australia National Championship,Classic Constructed,Iyslander,3rd,https://fabtcg.com/decklists/phillip-hadley-mckay-iyslander-deck-australia-national-championship-091322/,national,['Wizard'],['Elemental'],['Young']
2291,Australia,13 Sep 2022,Matthew Clark Iyslander Deck – Australia National Championship 09.13.22,Australia National Championship,Classic Constructed,Iyslander,3rd,https://fabtcg.com/decklists/matthew-clark-iyslander-deck-australia-national-championship-091322/,national,['Wizard'],['Elemental'],['Young']
2292,Australia,13 Sep 2022,Sam Sutherland Dash Deck – Australia National Championship 09.13.22,Australia National Championship,Classic Constructed,"Dash, Inventor Extraordinaire",3rd,https://fabtcg.com/decklists/sam-sutherland-dash-deck-australia-national-championship-091322/,national,['Mechanologist'],['nenhum'],['Adult']
2293,Australia,13 Sep 2022,"Fahad Rahman – Kano, Dracai of Aether – Australia National Championship 09.13.22",Australia National Championship,Classic Constructed,"Kano, Dracai of Aether",5th,https://fabtcg.com/decklists/fahad-safa-kano-deck-australia-national-championship-091322/,national,['Wizard'],['nenhum'],['Adult']
